,dataset_name,sampling_budget,query_ratio,mean_accuracy
6454,Diagonal_eny_003.csv,0.06,0.05,0.9440799391979999
1878,Combo_010.csv,0.08,0.09,0.870260372349
18640,Uniform_004.csv,0.05,0.01,0.9249113155740001
3897,Diagonal_002.csv,0.1,0.08,0.951734030169
2729,Combo_014.csv,0.13,0.1,0.9497936569930001
15319,Parcel_005.csv,0.12,0.1,0.9918626914859999
6850,Diagonal_eny_005.csv,0.06,0.01,0.9072926073919999
414,Combo_003.csv,0.02,0.05,0.837627300229
7887,DiagonalRot_004.csv,0.09,0.08,0.9645954157529999
12929,Gauss_enx_005.csv,0.13,0.1,0.860036311602
6386,Diagonal_eny_002.csv,0.19,0.07,0.9576565017049999
19525,Uniform_enx_002.csv,0.13,0.06,0.991724167682
17816,Parcel_018.csv,0.02,0.07,0.936127629679
5067,Diagonal_enx_002.csv,0.07,0.08,0.955461638642
6485,Diagonal_eny_003.csv,0.09,0.06,0.943886035121
21383,Uniform_eny_005.csv,0.19,0.04,0.986824681077
6333,Diagonal_eny_002.csv,0.14,0.04,0.9455369940639999
13531,Gauss_eny_002.csv,0.14,0.02,0.8648049645129999
19743,Uniform_enx_003.csv,0.15,0.04,0.986246777711
5932,Diagonal_enx_006.csv,0.14,0.03,0.965264206067
14590,Parcel_001.csv,0.2,0.01,0.908937671947
8065,DiagonalRot_005.csv,0.07,0.06,0.937137933725
14578,Parcel_001.csv,0.18,0.09,0.993753298609
20711,Uniform_eny_002.csv,0.12,0.02,0.959946820402
1787,Combo_009.csv,0.19,0.08,0.9942062599410001
36,Combo_001.csv,0.04,0.07,0.808029647076
7767,DiagonalRot_003.csv,0.17,0.08,0.971817294519
4187,Diagonal_003.csv,0.19,0.08,0.9476051048459999
16421,Parcel_011.csv,0.03,0.02,0.943303204692
1555,Combo_008.csv,0.16,0.06,0.9918623832350001
7252,DiagonalRot_001.csv,0.06,0.03,0.950204641852
6398,Diagonal_eny_002.csv,0.2,0.09,0.9658085289049999
17417,Parcel_016.csv,0.02,0.08,0.976566913284
10782,DiagonalRot_eny_006.csv,0.19,0.03,0.983212812393
17645,Parcel_017.csv,0.05,0.06,0.980871074587
3708,Diagonal_001.csv,0.11,0.09,0.9540769328640001
14935,Parcel_003.csv,0.14,0.06,0.9891632337909999
16460,Parcel_011.csv,0.07,0.01,0.928708932527
13627,Gauss_eny_003.csv,0.03,0.08,0.842606379919
5775,Diagonal_enx_005.csv,0.18,0.06,0.9578011706999999
10901,Gauss_001.csv,0.11,0.02,0.804823793943
15712,Parcel_007.csv,0.12,0.03,0.981287352438
19247,Uniform_enx_001.csv,0.05,0.08,0.989762863041
7073,Diagonal_eny_006.csv,0.08,0.04,0.94530366341
17310,Parcel_015.csv,0.12,0.01,0.914761792166
21257,Uniform_eny_005.csv,0.06,0.08,0.9866391203749999
10334,DiagonalRot_eny_004.csv,0.14,0.05,0.9881968931020001
18580,Uniform_003.csv,0.19,0.01,0.9503702365440001
1746,Combo_009.csv,0.15,0.07,0.9924555499850001
15446,Parcel_006.csv,0.05,0.07,0.984350118608
14700,Parcel_002.csv,0.11,0.01,0.928472753099
15625,Parcel_007.csv,0.03,0.06,0.981322056312
7260,DiagonalRot_001.csv,0.07,0.01,0.9400368422450001
11742,Gauss_005.csv,0.15,0.03,0.8495898434389999
18598,Uniform_003.csv,0.2,0.09,0.994535378303
4038,Diagonal_003.csv,0.04,0.09,0.9348945025130001
3705,Diagonal_001.csv,0.11,0.06,0.9651385281
3955,Diagonal_002.csv,0.16,0.06,0.962691908612
21035,Uniform_eny_004.csv,0.04,0.06,0.985814409516
3428,Combo_018.csv,0.03,0.09,0.986812126137
11702,Gauss_005.csv,0.11,0.03,0.843290038863
2507,Combo_013.csv,0.11,0.08,0.96929578975
4681,Diagonal_006.csv,0.09,0.02,0.931234056068
8402,DiagonalRot_enx_001.csv,0.01,0.03,0.9953352228110001
4747,Diagonal_006.csv,0.15,0.08,0.9521057940790001
19646,Uniform_enx_003.csv,0.05,0.07,0.984626719674
6711,Diagonal_eny_004.csv,0.12,0.02,0.929282269181
14872,Parcel_003.csv,0.08,0.03,0.9697402593109999
18960,Uniform_005.csv,0.17,0.01,0.9583589039939999
9862,DiagonalRot_eny_002.csv,0.07,0.03,0.975040062211
16692,Parcel_012.csv,0.1,0.03,0.951509526892
18220,Uniform_002.csv,0.03,0.01,0.8829319867059999
1809,Combo_010.csv,0.01,0.1,0.800537609779
18261,Uniform_002.csv,0.07,0.02,0.963770362518
16356,Parcel_010.csv,0.16,0.07,0.9899756657250001
20465,Uniform_eny_001.csv,0.07,0.06,0.989507979269
10107,DiagonalRot_eny_003.csv,0.11,0.08,0.9831871755580001
20809,Uniform_eny_003.csv,0.01,0.1,0.977178394949
1715,Combo_009.csv,0.12,0.06,0.989636084636
8994,DiagonalRot_enx_003.csv,0.2,0.05,0.94518008311
7614,DiagonalRot_003.csv,0.02,0.05,0.9449168125700002
8676,DiagonalRot_enx_002.csv,0.08,0.07,0.9666337528260001
6436,Diagonal_eny_003.csv,0.04,0.07,0.93523109236
15550,Parcel_006.csv,0.16,0.01,0.93733814588
5828,Diagonal_enx_006.csv,0.03,0.09,0.945645882754
16429,Parcel_011.csv,0.03,0.1,0.98852314061
11626,Gauss_005.csv,0.03,0.07,0.797849197648
16529,Parcel_011.csv,0.13,0.1,0.994602874239
7351,DiagonalRot_001.csv,0.16,0.02,0.9635904650799999
13501,Gauss_eny_002.csv,0.11,0.02,0.8592851241480001
14712,Parcel_002.csv,0.12,0.03,0.9800691677850001
1250,Combo_007.csv,0.06,0.01,0.896970696158
6929,Diagonal_eny_005.csv,0.13,0.1,0.948765164223
14808,Parcel_003.csv,0.01,0.09,0.973460751336
6531,Diagonal_eny_003.csv,0.14,0.02,0.943774067392
15094,Parcel_004.csv,0.1,0.05,0.9799079414399999
16070,Parcel_009.csv,0.08,0.01,0.879914069035
16030,Parcel_009.csv,0.04,0.01,0.831514856535
8991,DiagonalRot_enx_003.csv,0.2,0.02,0.974378282836
15105,Parcel_004.csv,0.11,0.06,0.984601172625
4861,Diagonal_enx_001.csv,0.07,0.02,0.926769581982
2303,Combo_012.csv,0.11,0.04,0.789276814912
6908,Diagonal_eny_005.csv,0.11,0.09,0.947202558665
13855,Gauss_eny_004.csv,0.06,0.06,0.8228342752050001
15613,Parcel_007.csv,0.02,0.04,0.9680836136059999
8910,DiagonalRot_enx_003.csv,0.12,0.01,0.946902737844
8581,DiagonalRot_enx_001.csv,0.19,0.02,0.994391015608
20897,Uniform_eny_003.csv,0.1,0.08,0.991217275696
19812,Uniform_enx_004.csv,0.02,0.03,0.955790857332
8250,DiagonalRot_006.csv,0.06,0.01,0.99039675895
1257,Combo_007.csv,0.06,0.08,0.98816606346
6680,Diagonal_eny_004.csv,0.09,0.01,0.9415062488689999
8930,DiagonalRot_enx_003.csv,0.14,0.01,0.954268557591
17673,Parcel_017.csv,0.08,0.04,0.979855979803
12749,Gauss_enx_004.csv,0.15,0.1,0.877333711187
11909,Gauss_006.csv,0.11,0.1,0.839562586812
2822,Combo_015.csv,0.03,0.03,0.884268297821
15008,Parcel_004.csv,0.01,0.09,0.96368895186
1973,Combo_010.csv,0.18,0.04,0.894284153764
21272,Uniform_eny_005.csv,0.08,0.03,0.970741855979
267,Combo_002.csv,0.07,0.08,0.8311309870970001
15937,Parcel_008.csv,0.14,0.08,0.993606703626
7545,DiagonalRot_002.csv,0.15,0.06,0.985573336417
2770,Combo_014.csv,0.18,0.01,0.94451628323
15426,Parcel_006.csv,0.03,0.07,0.9801547064470001
2329,Combo_012.csv,0.13,0.1,0.915049553054
18471,Uniform_003.csv,0.08,0.02,0.958755888311
15367,Parcel_005.csv,0.17,0.08,0.9916364212019999
13643,Gauss_eny_003.csv,0.05,0.04,0.8271203298450001
9467,DiagonalRot_enx_006.csv,0.07,0.08,0.9628868543529999
7991,DiagonalRot_004.csv,0.2,0.02,0.985989451082
16229,Parcel_010.csv,0.03,0.1,0.9820272421230001
12976,Gauss_enx_005.csv,0.18,0.07,0.8376291664929999
10456,DiagonalRot_eny_005.csv,0.06,0.07,0.9845760627660001
318,Combo_002.csv,0.12,0.09,0.866927610699
1536,Combo_008.csv,0.14,0.07,0.993245175115
1471,Combo_008.csv,0.08,0.02,0.964275019376
14263,Gauss_eny_006.csv,0.07,0.04,0.796985511411
17141,Parcel_014.csv,0.15,0.02,0.974426438898
1369,Combo_007.csv,0.17,0.1,0.994265782158
740,Combo_004.csv,0.15,0.01,0.9416206973000001
16316,Parcel_010.csv,0.12,0.07,0.987192295384
1188,Combo_006.csv,0.19,0.09,0.9499305695739999
10257,DiagonalRot_eny_004.csv,0.06,0.08,0.961345134101
12681,Gauss_enx_004.csv,0.09,0.02,0.821424535505
890,Combo_005.csv,0.1,0.01,0.903633513913
13469,Gauss_eny_002.csv,0.07,0.1,0.8406310703829999
19471,Uniform_enx_002.csv,0.08,0.02,0.9685501061139999
7383,DiagonalRot_001.csv,0.19,0.04,0.974426599561
3487,Combo_018.csv,0.09,0.08,0.992054401534
6044,Diagonal_eny_001.csv,0.05,0.05,0.950564941362
18826,Uniform_005.csv,0.03,0.07,0.982555740506
13437,Gauss_eny_002.csv,0.04,0.08,0.8316849420899999
14255,Gauss_eny_006.csv,0.06,0.06,0.8361146678970001
1233,Combo_007.csv,0.04,0.04,0.971687324146
11519,Gauss_004.csv,0.12,0.1,0.8606202460469999
15411,Parcel_006.csv,0.02,0.02,0.9144326135009999
11858,Gauss_006.csv,0.06,0.09,0.79804495496
15866,Parcel_008.csv,0.07,0.07,0.9894205765749999
12694,Gauss_enx_004.csv,0.1,0.05,0.8352427601019999
10509,DiagonalRot_eny_005.csv,0.11,0.1,0.982421081034
10172,DiagonalRot_eny_003.csv,0.18,0.03,0.994170909125
20370,Uniform_enx_006.csv,0.18,0.01,0.938640767422
14120,Gauss_eny_005.csv,0.13,0.01,0.863856667108
1291,Combo_007.csv,0.1,0.02,0.966265692763
13287,Gauss_eny_001.csv,0.09,0.08,0.788272327895
16664,Parcel_012.csv,0.07,0.05,0.9685237129700001
13119,Gauss_enx_006.csv,0.12,0.1,0.848692489995
11906,Gauss_006.csv,0.11,0.07,0.8171360603260001
19441,Uniform_enx_002.csv,0.05,0.02,0.958614953142
13977,Gauss_eny_004.csv,0.18,0.08,0.897288302914
7862,DiagonalRot_004.csv,0.07,0.03,0.969772242125
15081,Parcel_004.csv,0.09,0.02,0.933962771753
20984,Uniform_eny_003.csv,0.19,0.05,0.9913733186
562,Combo_003.csv,0.17,0.03,0.8813420433670001
10208,DiagonalRot_eny_004.csv,0.01,0.09,0.9556515886560001
1031,Combo_006.csv,0.04,0.02,0.89924748771
5765,Diagonal_enx_005.csv,0.17,0.06,0.943143790238
18967,Uniform_005.csv,0.17,0.08,0.994345428785
14809,Parcel_003.csv,0.01,0.1,0.975528001568
20448,Uniform_eny_001.csv,0.05,0.09,0.9919335925499999
7058,Diagonal_eny_006.csv,0.06,0.09,0.939689823616
4377,Diagonal_004.csv,0.18,0.08,0.969442955678
11282,Gauss_003.csv,0.09,0.03,0.781699411627
21071,Uniform_eny_004.csv,0.08,0.02,0.9734565496240001
6976,Diagonal_eny_005.csv,0.18,0.07,0.950975348418
18651,Uniform_004.csv,0.06,0.02,0.962976033112
20209,Uniform_enx_006.csv,0.01,0.1,0.969736511072
14563,Parcel_001.csv,0.17,0.04,0.9827859092419999
5712,Diagonal_enx_005.csv,0.12,0.03,0.933904684816
7640,DiagonalRot_003.csv,0.05,0.01,0.911020877392
1249,Combo_007.csv,0.05,0.1,0.9882006972640001
18132,Uniform_001.csv,0.14,0.03,0.985590445672
20219,Uniform_enx_006.csv,0.02,0.1,0.979031782279
2218,Combo_012.csv,0.02,0.09,0.801842071789
12484,Gauss_enx_003.csv,0.09,0.05,0.815746654457
20597,Uniform_eny_001.csv,0.2,0.08,0.9956411930500001
11973,Gauss_006.csv,0.18,0.04,0.845668309112
18652,Uniform_004.csv,0.06,0.03,0.974396361005
19406,Uniform_enx_002.csv,0.01,0.07,0.9744801259100001
17699,Parcel_017.csv,0.1,0.1,0.993181729472
18214,Uniform_002.csv,0.02,0.05,0.9706953124140001
18165,Uniform_001.csv,0.17,0.06,0.9938935426469999
14584,Parcel_001.csv,0.19,0.05,0.987300945952
19497,Uniform_enx_002.csv,0.1,0.08,0.993041683958
12053,Gauss_enx_001.csv,0.06,0.04,0.8030632202060001
14639,Parcel_002.csv,0.04,0.1,0.9899230103479999
18134,Uniform_001.csv,0.14,0.05,0.991975314483
12179,Gauss_enx_001.csv,0.18,0.1,0.859725713495
6334,Diagonal_eny_002.csv,0.14,0.05,0.947579530132
4549,Diagonal_005.csv,0.15,0.1,0.9522083814010001
14957,Parcel_003.csv,0.16,0.08,0.991517806091
7044,Diagonal_eny_006.csv,0.05,0.05,0.9509756346200001
9328,DiagonalRot_enx_005.csv,0.13,0.09,0.9495250303939999
12971,Gauss_enx_005.csv,0.18,0.02,0.828404839259
11184,Gauss_002.csv,0.19,0.05,0.873688346433
2354,Combo_012.csv,0.16,0.05,0.839655419495
16583,Parcel_011.csv,0.19,0.04,0.9896587856669999
10600,DiagonalRot_eny_006.csv,0.01,0.01,0.8977555370100001
17769,Parcel_017.csv,0.17,0.1,0.993374443527
5327,Diagonal_enx_003.csv,0.13,0.08,0.9228432963500001
1434,Combo_008.csv,0.04,0.05,0.9803088142120001
9877,DiagonalRot_eny_002.csv,0.08,0.08,0.968080632428
264,Combo_002.csv,0.07,0.05,0.801521112517
8324,DiagonalRot_006.csv,0.13,0.05,0.991601189806
19583,Uniform_enx_002.csv,0.19,0.04,0.9905036406000001
18892,Uniform_005.csv,0.1,0.03,0.9791487862649999
14495,Parcel_001.csv,0.1,0.06,0.9853231131
20671,Uniform_eny_002.csv,0.08,0.02,0.9540372528509999
15340,Parcel_005.csv,0.15,0.01,0.933943456911
6347,Diagonal_eny_002.csv,0.15,0.08,0.962052198693
8584,DiagonalRot_enx_001.csv,0.19,0.05,0.9985533356049999
3378,Combo_017.csv,0.18,0.09,0.9944879037100001
17574,Parcel_016.csv,0.18,0.05,0.990162982906
11147,Gauss_002.csv,0.15,0.08,0.867857253757
8620,DiagonalRot_enx_002.csv,0.03,0.01,0.955885802532
1437,Combo_008.csv,0.04,0.08,0.9883266565369999
17170,Parcel_014.csv,0.18,0.01,0.956340959554
7960,DiagonalRot_004.csv,0.17,0.01,0.967423403214
13295,Gauss_eny_001.csv,0.1,0.06,0.8017383082230001
4692,Diagonal_006.csv,0.1,0.03,0.934421521542
7441,DiagonalRot_002.csv,0.05,0.02,0.961981847236
6255,Diagonal_eny_002.csv,0.06,0.06,0.9392491558920001
21538,Uniform_eny_006.csv,0.14,0.09,0.994155099196
8594,DiagonalRot_enx_001.csv,0.2,0.05,0.9985669792309999
20894,Uniform_eny_003.csv,0.1,0.05,0.9880242070849999
11368,Gauss_003.csv,0.17,0.09,0.8706750839470001
65,Combo_001.csv,0.07,0.06,0.820305921189
20477,Uniform_eny_001.csv,0.08,0.08,0.992707839169
17546,Parcel_016.csv,0.15,0.07,0.99132240665
19425,Uniform_enx_002.csv,0.03,0.06,0.982470018522
6185,Diagonal_eny_001.csv,0.19,0.06,0.96375288234
16781,Parcel_012.csv,0.19,0.02,0.936566690896
2865,Combo_015.csv,0.07,0.06,0.9122115318999999
14322,Gauss_eny_006.csv,0.13,0.03,0.823989013688
17435,Parcel_016.csv,0.04,0.06,0.9798744595059999
5113,Diagonal_enx_002.csv,0.12,0.04,0.931317491997
4408,Diagonal_005.csv,0.01,0.09,0.896011071127
6025,Diagonal_eny_001.csv,0.03,0.06,0.950378644826
9883,DiagonalRot_eny_002.csv,0.09,0.04,0.984319771699
10777,DiagonalRot_eny_006.csv,0.18,0.08,0.9783997431910001
6890,Diagonal_eny_005.csv,0.1,0.01,0.921787420257
7512,DiagonalRot_002.csv,0.12,0.03,0.976712639313
1421,Combo_008.csv,0.03,0.02,0.947442989809
13687,Gauss_eny_003.csv,0.09,0.08,0.8844502569439999
20859,Uniform_eny_003.csv,0.06,0.1,0.991510186595
19454,Uniform_enx_002.csv,0.06,0.05,0.984880987559
8000,DiagonalRot_005.csv,0.01,0.01,0.8873507306899999
7102,Diagonal_eny_006.csv,0.11,0.03,0.928701535853
4349,Diagonal_004.csv,0.15,0.1,0.969528990312
1660,Combo_009.csv,0.07,0.01,0.9207030294799999
73,Combo_001.csv,0.08,0.04,0.829393937382
1843,Combo_010.csv,0.05,0.04,0.852706446039
770,Combo_004.csv,0.18,0.01,0.944036529403
18253,Uniform_002.csv,0.06,0.04,0.979021577163
1285,Combo_007.csv,0.09,0.06,0.9873453112270001
14331,Gauss_eny_006.csv,0.14,0.02,0.8477728955060001
15326,Parcel_005.csv,0.13,0.07,0.98958939494
19270,Uniform_enx_001.csv,0.08,0.01,0.9317464669159999
1941,Combo_010.csv,0.15,0.02,0.861456238194
20367,Uniform_enx_006.csv,0.17,0.08,0.991988883153
17943,Parcel_018.csv,0.15,0.04,0.961012177177
11644,Gauss_005.csv,0.05,0.05,0.815901328659
8265,DiagonalRot_006.csv,0.07,0.06,0.9936825067649999
3397,Combo_017.csv,0.2,0.08,0.994537305933
18341,Uniform_002.csv,0.15,0.02,0.977548474735
9679,DiagonalRot_eny_001.csv,0.08,0.1,0.984336656941
5064,Diagonal_enx_002.csv,0.07,0.05,0.9431060226019999
21115,Uniform_eny_004.csv,0.12,0.06,0.9930706546250001
4027,Diagonal_003.csv,0.03,0.08,0.921766609755
18908,Uniform_005.csv,0.11,0.09,0.994050616139
18258,Uniform_002.csv,0.06,0.09,0.991970741182
12439,Gauss_enx_003.csv,0.04,0.1,0.8205353168699999
5897,Diagonal_enx_006.csv,0.1,0.08,0.962560944349
16812,Parcel_013.csv,0.02,0.03,0.94193965909
3963,Diagonal_002.csv,0.17,0.04,0.9647329244499999
3937,Diagonal_002.csv,0.14,0.08,0.971820527871
11943,Gauss_006.csv,0.15,0.04,0.8294713119
17181,Parcel_014.csv,0.19,0.02,0.977032691647
1110,Combo_006.csv,0.12,0.01,0.9226082703899999
4414,Diagonal_005.csv,0.02,0.05,0.909190412595
11885,Gauss_006.csv,0.09,0.06,0.800400295707
14306,Gauss_eny_006.csv,0.11,0.07,0.906866077727
20596,Uniform_eny_001.csv,0.2,0.07,0.995187620141
11423,Gauss_004.csv,0.03,0.04,0.754801014535
10017,DiagonalRot_eny_003.csv,0.02,0.08,0.983189506029
3146,Combo_016.csv,0.15,0.07,0.99239316096
1377,Combo_007.csv,0.18,0.08,0.992943067899
18613,Uniform_004.csv,0.02,0.04,0.969961625279
7507,DiagonalRot_002.csv,0.11,0.08,0.9769154434039999
144,Combo_001.csv,0.15,0.05,0.8509623238070001
6192,Diagonal_eny_001.csv,0.2,0.03,0.959561662959
9990,DiagonalRot_eny_002.csv,0.2,0.01,0.977819919603
3514,Combo_018.csv,0.12,0.05,0.988863400571
20888,Uniform_eny_003.csv,0.09,0.09,0.9926115711069999
7272,DiagonalRot_001.csv,0.08,0.03,0.965676877815
6071,Diagonal_eny_001.csv,0.08,0.02,0.951547581847
15249,Parcel_005.csv,0.05,0.1,0.988881315045
17180,Parcel_014.csv,0.19,0.01,0.956253250509
12102,Gauss_enx_001.csv,0.11,0.03,0.8476225131790001
15783,Parcel_007.csv,0.19,0.04,0.990054413691
14662,Parcel_002.csv,0.07,0.03,0.973127111479
1830,Combo_010.csv,0.04,0.01,0.7644229834440001
9691,DiagonalRot_eny_001.csv,0.1,0.02,0.981151793783
4181,Diagonal_003.csv,0.19,0.02,0.931650687651
12119,Gauss_enx_001.csv,0.12,0.1,0.8697188657899999
9411,DiagonalRot_enx_006.csv,0.02,0.02,0.963474917354
12274,Gauss_enx_002.csv,0.08,0.05,0.770085123555
5957,Diagonal_enx_006.csv,0.16,0.08,0.9666835236839999
18084,Uniform_001.csv,0.09,0.05,0.989514812262
10240,DiagonalRot_eny_004.csv,0.05,0.01,0.948917708362
13850,Gauss_eny_004.csv,0.06,0.01,0.809260941451
13177,Gauss_enx_006.csv,0.18,0.08,0.861557346812
16519,Parcel_011.csv,0.12,0.1,0.994880396174
1055,Combo_006.csv,0.06,0.06,0.908332490397
11275,Gauss_003.csv,0.08,0.06,0.7751058695290001
594,Combo_003.csv,0.2,0.05,0.930676521934
11805,Gauss_006.csv,0.01,0.06,0.6739891133849999
1525,Combo_008.csv,0.13,0.06,0.991110678346
18050,Uniform_001.csv,0.06,0.01,0.931979634182
5824,Diagonal_enx_006.csv,0.03,0.05,0.953020461195
5154,Diagonal_enx_002.csv,0.16,0.05,0.960711968512
14694,Parcel_002.csv,0.1,0.05,0.9867849754379999
21320,Uniform_eny_005.csv,0.13,0.01,0.931885533851
21443,Uniform_eny_006.csv,0.05,0.04,0.977615941459
18292,Uniform_002.csv,0.1,0.03,0.9807753741680001
12381,Gauss_enx_002.csv,0.19,0.02,0.801062219876
761,Combo_004.csv,0.17,0.02,0.9500810112729999
7824,DiagonalRot_004.csv,0.03,0.05,0.9624415540700001
19713,Uniform_enx_003.csv,0.12,0.04,0.9828172354070001
14319,Gauss_eny_006.csv,0.12,0.1,0.882964388282
6999,Diagonal_eny_005.csv,0.2,0.1,0.9530203264
81,Combo_001.csv,0.09,0.02,0.8049695828740001
7042,Diagonal_eny_006.csv,0.05,0.03,0.9263378904999999
10801,Gauss_001.csv,0.01,0.02,0.656573240437
8724,DiagonalRot_enx_002.csv,0.13,0.05,0.97612155575
958,Combo_005.csv,0.16,0.09,0.931316941604
8664,DiagonalRot_enx_002.csv,0.07,0.05,0.9655458341680001
10482,DiagonalRot_eny_005.csv,0.09,0.03,0.998590285801
6609,Diagonal_eny_004.csv,0.01,0.1,0.916717458788
6026,Diagonal_eny_001.csv,0.03,0.07,0.936620555971
12252,Gauss_enx_002.csv,0.06,0.03,0.746812947668
7238,DiagonalRot_001.csv,0.04,0.09,0.981803791108
17998,Parcel_018.csv,0.2,0.09,0.9852309550949999
17227,Parcel_015.csv,0.03,0.08,0.978915377827
3954,Diagonal_002.csv,0.16,0.05,0.950843403267
4403,Diagonal_005.csv,0.01,0.04,0.872693830836
16878,Parcel_013.csv,0.08,0.09,0.9911348153239999
19405,Uniform_enx_002.csv,0.01,0.06,0.969514629475
10387,DiagonalRot_eny_004.csv,0.19,0.08,0.9755225145299999
4511,Diagonal_005.csv,0.12,0.02,0.9129967031380001
1666,Combo_009.csv,0.07,0.07,0.9890529884110001
6857,Diagonal_eny_005.csv,0.06,0.08,0.9387531161560001
5353,Diagonal_enx_003.csv,0.16,0.04,0.942556509534
4587,Diagonal_005.csv,0.19,0.08,0.939100849595
17790,Parcel_017.csv,0.2,0.01,0.934571128376
17165,Parcel_014.csv,0.17,0.06,0.9919737511579999
12919,Gauss_enx_005.csv,0.12,0.1,0.8694951414450001
21308,Uniform_eny_005.csv,0.11,0.09,0.990689434068
18385,Uniform_002.csv,0.19,0.06,0.993532355309
20425,Uniform_eny_001.csv,0.03,0.06,0.985330511743
3724,Diagonal_001.csv,0.13,0.05,0.9485156358560001
1264,Combo_007.csv,0.07,0.05,0.981028554594
4867,Diagonal_enx_001.csv,0.07,0.08,0.9522699702770001
14524,Parcel_001.csv,0.13,0.05,0.981816635401
7255,DiagonalRot_001.csv,0.06,0.06,0.97302000199
18217,Uniform_002.csv,0.02,0.08,0.981508627492
13021,Gauss_enx_006.csv,0.03,0.02,0.753149267577
15915,Parcel_008.csv,0.12,0.06,0.991238513503
4374,Diagonal_004.csv,0.18,0.05,0.959435861705
9464,DiagonalRot_enx_006.csv,0.07,0.05,0.9643793133859999
4087,Diagonal_003.csv,0.09,0.08,0.9248255611570001
8464,DiagonalRot_enx_001.csv,0.07,0.05,0.9948369301980001
14961,Parcel_003.csv,0.17,0.02,0.975434634289
1897,Combo_010.csv,0.1,0.08,0.904270771179
14314,Gauss_eny_006.csv,0.12,0.05,0.8441756559110001
7416,DiagonalRot_002.csv,0.02,0.07,0.97076435657
18945,Uniform_005.csv,0.15,0.06,0.9928854471840001
20339,Uniform_enx_006.csv,0.14,0.1,0.9938905873639999
14614,Parcel_002.csv,0.02,0.05,0.96659180244
17468,Parcel_016.csv,0.07,0.09,0.990328772338
2529,Combo_013.csv,0.13,0.1,0.95749815479
18528,Uniform_003.csv,0.13,0.09,0.992911278666
8104,DiagonalRot_005.csv,0.11,0.05,0.932009602421
6922,Diagonal_eny_005.csv,0.13,0.03,0.931826751244
8907,DiagonalRot_enx_003.csv,0.11,0.08,0.918651199312
660,Combo_004.csv,0.07,0.01,0.918852611318
14134,Gauss_eny_005.csv,0.14,0.05,0.8477344396359999
8744,DiagonalRot_enx_002.csv,0.15,0.05,0.9761540426549999
1118,Combo_006.csv,0.12,0.09,0.951948069165
1287,Combo_007.csv,0.09,0.08,0.990361721185
6204,Diagonal_eny_002.csv,0.01,0.05,0.893948925011
14118,Gauss_eny_005.csv,0.12,0.09,0.835042195766
7358,DiagonalRot_001.csv,0.16,0.09,0.985779456592
2316,Combo_012.csv,0.12,0.07,0.848155815589
1417,Combo_008.csv,0.02,0.08,0.982159862796
13030,Gauss_enx_006.csv,0.04,0.01,0.73464368529
7,Combo_001.csv,0.01,0.08,0.742315332933
12750,Gauss_enx_004.csv,0.16,0.01,0.851325316971
994,Combo_005.csv,0.2,0.05,0.940394706147
18179,Uniform_001.csv,0.18,0.1,0.9960304874220001
4292,Diagonal_004.csv,0.1,0.03,0.9596566206910001
16565,Parcel_011.csv,0.17,0.06,0.992276375461
10792,DiagonalRot_eny_006.csv,0.2,0.03,0.9823561662720001
2409,Combo_013.csv,0.01,0.1,0.9301376310189999
296,Combo_002.csv,0.1,0.07,0.828968238604
1864,Combo_010.csv,0.07,0.05,0.852829530676
1912,Combo_010.csv,0.12,0.03,0.849328547196
12184,Gauss_enx_001.csv,0.19,0.05,0.854440001742
13062,Gauss_enx_006.csv,0.07,0.03,0.780131438895
15984,Parcel_008.csv,0.19,0.05,0.9911252783779999
11955,Gauss_006.csv,0.16,0.06,0.8293479788160001
1145,Combo_006.csv,0.15,0.06,0.9356979459110001
5789,Diagonal_enx_005.csv,0.19,0.1,0.946615873673
20412,Uniform_eny_001.csv,0.02,0.03,0.96126856049
16759,Parcel_012.csv,0.16,0.1,0.992972658284
13842,Gauss_eny_004.csv,0.05,0.03,0.799955589228
20258,Uniform_enx_006.csv,0.06,0.09,0.9852658938140001
19766,Uniform_enx_003.csv,0.17,0.07,0.992494553077
19348,Uniform_enx_001.csv,0.15,0.09,0.9945918164290001
3612,Diagonal_001.csv,0.02,0.03,0.903102255117
17218,Parcel_015.csv,0.02,0.09,0.9762059291390001
13197,Gauss_enx_006.csv,0.2,0.08,0.8591523953210001
11474,Gauss_004.csv,0.08,0.05,0.8196716830740001
10027,DiagonalRot_eny_003.csv,0.03,0.08,0.9820017776469999
14929,Parcel_003.csv,0.13,0.1,0.99337581439
9855,DiagonalRot_eny_002.csv,0.06,0.06,0.972631798607
21416,Uniform_eny_006.csv,0.02,0.07,0.978486957509
21307,Uniform_eny_005.csv,0.11,0.08,0.9899077911740001
15370,Parcel_005.csv,0.18,0.01,0.940518009949
17386,Parcel_015.csv,0.19,0.07,0.991309608293
8381,DiagonalRot_006.csv,0.19,0.02,0.9988707281270001
19972,Uniform_enx_004.csv,0.18,0.03,0.9865859142640001
477,Combo_003.csv,0.08,0.08,0.924562984397
19606,Uniform_enx_003.csv,0.01,0.07,0.9650097069570001
20638,Uniform_eny_002.csv,0.04,0.09,0.9845202624609999
